,Packets Loss,Throughput ,Delay,output
15782,100.0,0.28,155.32,0.5
15783,100.0,0.678,155.32,0.7
15784,100.0,0.373,140.0,0.5
15786,100.0,0.199,140.0,0.4
15787,100.0,0.27,166.83,0.5
15788,100.0,0.179,166.83,0.5
15789,100.0,0.252,140.0,0.4
15791,100.0,0.252,140.0,0.4
15792,100.0,0.261,166.83,0.5
15793,100.0,0.347,140.0,0.5
15794,100.0,0.143,166.83,0.5
15795,100.0,0.573,166.83,0.7
15796,100.0,0.255,140.0,0.4
15798,100.0,0.259,166.83,0.5
15799,100.0,0.286,166.83,0.5
15800,100.0,0.544,140.0,0.6
15802,100.0,0.229,140.0,0.4
15804,100.0,0.24,140.0,0.4
15805,100.0,0.273,166.83,0.5
15806,100.0,0.53,140.0,0.6
15807,100.0,0.273,166.83,0.5
15809,100.0,0.268,140.0,0.5
15810,100.0,0.116,220.3,0.6
15811,100.0,0.633,166.83,0.7
15812,100.0,0.479,140.0,0.6
15813,100.0,0.523,166.83,0.6
15814,100.0,0.265,140.0,0.5
15816,100.0,0.268,140.0,0.5
15817,100.0,0.633,166.83,0.7
15818,100.0,0.268,140.0,0.5
15820,100.0,0.472,166.83,0.6
15821,100.0,0.395,140.0,0.5
15822,100.0,0.474,151.49,0.6
15823,100.0,0.21,140.0,0.4
15824,100.0,0.265,140.0,0.5
15825,100.0,0.119,220.3,0.6
15826,100.0,0.519,151.49,0.6
15827,100.0,0.61,140.0,0.6
15828,100.0,0.154,166.83,0.5
15829,100.0,0.273,166.83,0.5
15830,100.0,0.479,140.0,0.6
15831,100.0,0.252,140.0,0.4
15832,100.0,0.273,166.83,0.5
15833,100.0,0.252,140.0,0.4
15834,100.0,0.273,166.83,0.5
15835,100.0,0.268,140.0,0.5
15836,100.0,0.359,166.73,0.6
15837,100.0,0.261,166.73,0.5
15838,100.0,0.395,140.53,0.5
15840,100.0,0.403,139.81,0.5
15841,100.0,0.436,151.31,0.6
15842,100.0,0.21,141.72,0.4
15843,100.0,0.216,153.08,0.5
15844,100.0,0.268,139.81,0.5
15846,100.0,0.252,141.72,0.4
15847,100.0,0.472,168.27,0.6
15848,100.0,0.265,139.81,0.5
15849,100.0,0.573,166.66,0.7
15850,100.0,0.255,140.5,0.4
15851,100.0,0.261,167.24,0.5
15852,100.0,0.265,139.89,0.5
15853,100.0,0.259,166.73,0.5
15854,100.0,0.229,140.0,0.4
15855,100.0,0.261,166.83,0.5
15856,100.0,0.273,166.9,0.5
15857,100.0,0.252,140.08,0.4
15859,100.0,0.265,140.0,0.5
15860,100.0,0.273,166.73,0.5
15861,100.0,0.805,139.89,0.7
15862,100.0,0.261,166.83,0.5
15863,100.0,0.268,140.0,0.5
15864,100.0,0.273,166.83,0.5
15865,100.0,0.265,140.0,0.5
15866,100.0,0.221,166.83,0.5
15867,100.0,0.53,140.0,0.6
15868,100.0,0.273,166.83,0.5
15869,100.0,0.512,166.83,0.6
15870,100.0,0.268,140.08,0.5
15872,100.0,0.53,139.89,0.6
15873,100.0,0.273,166.73,0.5
15874,100.0,0.273,166.83,0.5
15875,100.0,0.61,140.0,0.6
15876,100.0,0.24,140.0,0.4
15877,100.0,0.259,166.83,0.5
15878,100.0,0.373,140.0,0.5
15879,100.0,0.259,166.83,0.5
15880,100.0,0.268,140.08,0.5
15881,100.0,0.259,166.9,0.5
15882,100.0,0.301,166.73,0.5
15883,100.0,0.53,139.89,0.6
15885,100.0,0.268,140.08,0.5
15886,100.0,0.573,166.73,0.7
15888,100.0,0.573,166.83,0.7
15889,100.0,0.259,166.83,0.5
15890,100.0,0.592,140.0,0.6
15891,100.0,0.261,166.83,0.5
15892,100.0,0.24,140.0,0.4
15893,100.0,0.61,140.0,0.6
15894,100.0,0.273,166.9,0.5
15895,100.0,0.573,166.9,0.7
15899,100.0,0.447,155.32,0.6
15900,100.0,0.407,155.32,0.6
15901,100.0,0.265,140.0,0.5
15902,100.0,0.129,220.33,0.6
15903,100.0,0.301,140.08,0.5
15904,100.0,0.633,166.9,0.7
15905,100.0,0.268,140.08,0.5
15906,100.0,0.829,166.83,0.8
15907,100.0,0.265,140.0,0.5
15908,100.0,0.259,166.83,0.5
15909,100.0,0.268,140.0,0.5
15910,100.0,0.472,166.83,0.6
15911,100.0,0.229,140.0,0.4
15912,100.0,0.261,166.83,0.5
15913,100.0,0.359,166.83,0.6
15914,100.0,0.265,140.0,0.5
15915,100.0,0.123,220.3,0.6
15916,100.0,0.252,140.0,0.4
15917,100.0,0.523,166.83,0.6
15918,100.0,0.479,140.0,0.6
15919,100.0,0.382,166.83,0.6
15920,100.0,0.265,140.0,0.5
15921,100.0,0.273,166.83,0.5
15922,100.0,0.265,140.0,0.5
15923,100.0,0.261,166.83,0.5
15924,100.0,0.261,166.83,0.5
15926,100.0,0.268,140.0,0.5
15928,100.0,0.479,140.0,0.6
15929,100.0,0.173,166.83,0.5
15930,100.0,0.252,140.0,0.4
15931,100.0,0.802,166.83,0.8
15932,100.0,0.286,166.83,0.5
15933,100.0,0.252,140.0,0.4
15934,100.0,0.694,140.0,0.7
15935,100.0,0.707,166.83,0.7
15936,100.0,0.199,140.0,0.4
15937,100.0,0.273,166.83,0.5
15938,100.0,0.286,166.83,0.5
15939,100.0,0.382,166.83,0.6
15940,100.0,0.273,166.83,0.5
15941,100.0,0.255,140.0,0.4
15943,100.0,0.321,166.83,0.5
15944,100.0,0.479,140.0,0.6
15945,100.0,0.265,140.0,0.5
15946,100.0,0.191,166.83,0.5
15947,100.0,0.265,140.0,0.5
15948,100.0,0.229,166.83,0.5
15949,100.0,0.261,166.83,0.5
15950,100.0,0.24,140.0,0.4
15951,100.0,0.479,140.0,0.6
15952,100.0,0.286,166.83,0.5
15953,100.0,0.479,140.0,0.6
15954,100.0,0.125,220.3,0.6
15955,100.0,0.53,140.0,0.6
15956,100.0,0.415,166.83,0.6
15957,100.0,0.523,166.83,0.6
15958,100.0,0.592,140.0,0.6
15959,100.0,0.268,140.0,0.5
15960,100.0,0.259,166.83,0.5
15961,100.0,0.268,140.0,0.5
15962,100.0,0.261,166.83,0.5
15963,100.0,0.268,140.0,0.5
15964,100.0,0.286,166.83,0.5
15965,100.0,0.261,166.83,0.5
15966,100.0,0.268,140.0,0.5
15967,100.0,0.124,220.3,0.6
15968,100.0,0.265,140.0,0.5
15969,100.0,0.261,166.83,0.5
15970,100.0,0.252,140.0,0.4
15971,100.0,0.286,166.83,0.5
15972,100.0,0.259,166.83,0.5
15973,100.0,0.53,140.0,0.6
15974,100.0,0.252,140.0,0.4
15975,100.0,0.382,166.83,0.6
15976,100.0,0.265,140.0,0.5
15977,100.0,0.408,166.83,0.6
15978,100.0,0.261,166.83,0.5
15979,100.0,0.268,140.0,0.5
15980,100.0,0.121,220.3,0.6
15981,100.0,0.445,166.83,0.6
15982,100.0,0.301,140.0,0.5
15983,100.0,0.53,140.0,0.6
15984,100.0,0.273,166.83,0.5
15985,100.0,0.694,140.0,0.7
15986,100.0,0.587,166.83,0.7
15987,100.0,0.268,140.0,0.5
15988,100.0,0.523,166.83,0.6
15989,100.0,0.382,166.83,0.6
15991,100.0,0.273,166.83,0.5
15992,100.0,0.248,166.83,0.5
15993,100.0,0.24,140.0,0.4
15995,100.0,0.265,140.0,0.5
15996,100.0,0.286,166.83,0.5
15997,100.0,0.229,140.0,0.4
15998,100.0,0.286,166.83,0.5
15999,100.0,0.255,140.0,0.4
16000,100.0,0.273,166.83,0.5
16001,100.0,0.073,166.83,0.4
16002,100.0,0.265,140.0,0.5
16003,100.0,0.53,140.0,0.6
16004,100.0,0.273,166.83,0.5
16005,100.0,0.273,166.83,0.5
16006,100.0,0.286,166.9,0.5
16007,100.0,0.265,140.08,0.5
16009,100.0,0.53,139.89,0.6
16010,100.0,0.382,166.73,0.6
16011,100.0,0.252,139.89,0.4
16012,100.0,0.273,167.27,0.5
16013,100.0,0.671,140.53,0.6
16014,100.0,0.261,166.66,0.5
16015,100.0,0.273,166.66,0.5
16016,100.0,0.445,168.27,0.6
16017,100.0,0.694,141.72,0.7
16018,100.0,0.255,139.81,0.4
16019,100.0,0.445,166.66,0.6
16020,100.0,0.382,168.27,0.6
16021,100.0,0.366,141.72,0.5
16022,100.0,0.131,220.23,0.6
16023,100.0,0.265,139.81,0.5
16024,100.0,0.229,167.24,0.5
16025,100.0,0.268,140.5,0.5
16026,100.0,0.261,166.73,0.5
16027,100.0,0.53,139.89,0.6
16028,100.0,0.481,166.83,0.6
16029,100.0,0.301,166.83,0.5
16030,100.0,0.592,140.0,0.6
16031,100.0,0.273,166.83,0.5
16033,100.0,0.241,166.9,0.5
16034,100.0,0.523,166.73,0.6
16035,100.0,0.265,139.89,0.5
16037,100.0,0.261,166.83,0.5
16038,100.0,0.53,140.0,0.6
16039,100.0,0.219,140.0,0.4
16040,100.0,0.261,166.9,0.5
16041,100.0,0.286,166.9,0.5
16042,100.0,0.61,139.89,0.6
16043,100.0,0.573,166.73,0.7
16044,100.0,0.268,140.0,0.5
16045,100.0,0.592,140.0,0.6
16046,100.0,0.261,166.83,0.5
16047,100.0,0.273,166.83,0.5
16048,100.0,0.286,166.83,0.5
16049,100.0,0.255,140.0,0.4
16050,100.0,0.121,220.3,0.6
16051,100.0,0.16,140.0,0.4
16052,100.0,0.512,166.9,0.6
16053,100.0,0.265,140.08,0.5
16054,100.0,0.273,166.73,0.5
16055,100.0,0.252,139.89,0.4
16056,100.0,0.241,166.9,0.5
16057,100.0,0.286,166.9,0.5
16058,100.0,0.252,139.89,0.4
16059,100.0,0.592,139.89,0.6
16060,100.0,0.229,166.9,0.5
16061,100.0,0.286,166.9,0.5
16062,100.0,0.261,166.73,0.5
16063,100.0,0.268,139.89,0.5
16065,100.0,0.407,155.32,0.6
16066,100.0,0.439,155.32,0.6
16067,100.0,0.605,155.32,0.6
16068,100.0,0.678,155.4,0.7
16069,100.0,0.479,140.08,0.6
16070,100.0,0.729,166.73,0.7
16071,100.0,0.447,155.22,0.6
16072,100.0,0.252,140.0,0.4
16073,100.0,0.523,166.83,0.6
16074,100.0,0.439,155.4,0.6
16075,100.0,0.439,155.4,0.6
16076,100.0,0.213,155.22,0.5
16077,100.0,0.273,166.73,0.5
16078,100.0,0.252,140.08,0.4
16079,100.0,0.355,155.4,0.5
16080,100.0,0.286,166.9,0.5
16081,100.0,0.265,140.08,0.5
16082,100.0,0.233,155.32,0.5
16083,100.0,0.447,155.32,0.6
16084,100.0,0.265,139.89,0.5
16085,100.0,0.273,166.73,0.5
16086,100.0,0.414,155.32,0.6
16087,100.0,0.222,155.32,0.5
16088,100.0,0.28,155.4,0.5
16089,100.0,0.222,155.4,0.5
16092,100.0,0.589,155.4,0.6
16093,100.0,0.213,155.4,0.5
16094,100.0,0.447,155.22,0.6
16095,100.0,0.355,155.22,0.5
16096,100.0,0.183,155.4,0.4
16097,100.0,0.414,155.4,0.6
16098,100.0,0.379,155.22,0.5
16099,100.0,0.148,155.22,0.4
16100,100.0,0.334,155.32,0.5
16102,100.0,0.605,155.32,0.6
16103,100.0,0.243,155.32,0.5
16104,100.0,0.386,155.32,0.5
16105,100.0,0.205,155.32,0.5
16106,100.0,0.254,155.32,0.5
16107,100.0,0.355,155.32,0.5
16108,100.0,0.222,155.32,0.5
16109,100.0,0.231,155.32,0.5
16110,100.0,0.439,155.32,0.6
16111,100.0,0.334,155.32,0.5
16112,100.0,0.205,155.32,0.5
16113,100.0,0.222,155.32,0.5
16114,100.0,0.298,155.22,0.5
16115,100.0,0.222,155.22,0.5
16117,100.0,0.222,155.32,0.5
16118,100.0,0.447,155.32,0.6
16119,100.0,0.087,153.39,0.4
16120,100.0,0.414,155.32,0.6
16121,100.0,0.447,155.32,0.6
16122,100.0,0.334,155.3,0.5
16123,100.0,0.243,155.3,0.5
16124,100.0,0.233,155.4,0.5
16125,100.0,0.414,155.4,0.6
16126,100.0,0.447,155.22,0.6
16127,100.0,0.222,155.22,0.5
16128,100.0,0.222,155.32,0.5
16129,100.0,0.229,140.0,0.4
16130,100.0,0.447,155.32,0.6
16131,100.0,0.298,155.32,0.5
16132,100.0,0.355,155.32,0.5
16133,100.0,0.447,155.32,0.6
16134,100.0,0.519,151.49,0.6
16135,100.0,0.167,155.32,0.4
16137,100.0,0.447,155.4,0.6
16138,100.0,0.486,155.22,0.6
16139,100.0,0.031,155.22,0.4
16141,100.0,0.213,155.32,0.5
16142,100.0,0.222,155.32,0.5
16143,100.0,0.213,155.32,0.5
16144,100.0,0.224,155.32,0.5
16145,100.0,0.165,140.0,0.4
16146,100.0,0.129,220.3,0.6
16147,100.0,0.03,161.04,0.4
16148,100.0,0.252,140.0,0.4
16149,100.0,0.447,155.32,0.6
16150,100.0,0.408,166.83,0.6
16151,100.0,0.172,155.32,0.4
16152,100.0,0.268,140.0,0.5
16154,100.0,0.222,155.32,0.5
16155,100.0,0.198,155.32,0.5
16156,100.0,0.222,155.32,0.5
16157,100.0,0.605,155.32,0.6
16158,100.0,0.222,155.32,0.5
16159,100.0,0.222,155.32,0.5
16160,100.0,0.222,155.32,0.5
16161,100.0,0.707,166.83,0.7
16162,100.0,0.268,139.89,0.5
16163,100.0,0.227,151.39,0.5
16164,100.0,0.222,155.32,0.5
16165,100.0,0.407,155.32,0.6
16166,100.0,0.439,155.3,0.6
16167,100.0,0.213,155.3,0.5
16168,100.0,0.231,155.32,0.5
16169,100.0,0.252,140.0,0.4
16170,100.0,0.439,155.32,0.6
16171,100.0,0.222,155.32,0.5
16172,100.0,0.439,155.32,0.6
16173,100.0,0.231,155.32,0.5
16174,100.0,0.439,155.32,0.6
16175,100.0,0.215,155.32,0.5
16176,100.0,0.265,140.0,0.5
16177,100.0,0.248,166.83,0.5
16178,100.0,0.32,140.0,0.5
16179,100.0,0.085,159.11,0.4
16180,100.0,0.678,155.32,0.7
16181,100.0,0.167,155.32,0.4
16182,100.0,0.533,155.32,0.6
16183,100.0,0.231,155.32,0.5
16184,100.0,0.233,155.32,0.5
16186,100.0,0.315,155.32,0.5
16187,100.0,0.233,155.32,0.5
16188,100.0,0.28,155.32,0.5
16189,100.0,0.231,155.32,0.5
16190,100.0,0.229,140.0,0.4
16192,100.0,0.222,155.32,0.5
16194,100.0,0.222,155.32,0.5
16196,100.0,0.178,140.0,0.4
16197,100.0,0.217,140.0,0.4
16198,100.0,0.254,155.32,0.5
16199,100.0,0.254,155.32,0.5
16200,100.0,0.589,155.32,0.6
16201,100.0,0.37,151.49,0.5
16202,100.0,0.283,155.32,0.5
16203,100.0,0.213,155.32,0.5
16204,100.0,0.224,155.32,0.5
16205,100.0,0.222,155.32,0.5
16206,100.0,0.196,155.32,0.5
16207,100.0,0.379,155.32,0.5
16208,100.0,0.254,155.32,0.5
16209,100.0,0.215,155.32,0.5
16210,100.0,0.439,155.32,0.6
16211,100.0,0.222,155.32,0.5
16212,100.0,0.019,155.32,0.4
16214,100.0,0.671,140.0,0.6
16215,100.0,0.407,155.32,0.6
16216,100.0,0.439,155.32,0.6
16217,100.0,0.252,140.0,0.4
16218,100.0,0.273,166.73,0.5
16219,100.0,0.301,139.89,0.5
16220,100.0,0.447,155.8,0.6
16221,100.0,0.261,167.27,0.5
16222,100.0,0.678,155.15,0.7
16223,100.0,0.301,166.66,0.5
16224,100.0,0.805,141.72,0.7
16225,100.0,0.28,156.87,0.5
16226,100.0,0.273,166.66,0.5
16227,100.0,0.592,139.81,0.6
16228,100.0,0.233,156.87,0.5
16229,100.0,0.523,168.27,0.6
16230,100.0,0.53,139.81,0.6
16231,100.0,0.273,166.66,0.5
16232,100.0,0.359,167.24,0.6
16233,100.0,0.241,167.24,0.5
16234,100.0,0.254,155.22,0.5
16236,100.0,0.213,155.32,0.5
16237,100.0,0.447,155.32,0.6
16238,100.0,0.439,155.4,0.6
16239,100.0,0.447,155.4,0.6
16240,100.0,0.447,155.22,0.6
16241,100.0,0.447,155.22,0.6
16242,100.0,0.414,155.32,0.6
16243,100.0,0.198,155.32,0.5
16244,100.0,0.447,155.32,0.6
16246,100.0,0.222,155.32,0.5
16247,100.0,0.233,155.32,0.5
16248,100.0,0.265,140.08,0.5
16249,100.0,0.129,220.33,0.6
16250,100.0,0.386,155.22,0.5
16251,100.0,0.021,160.95,0.4
16252,100.0,0.21,140.0,0.4
16253,100.0,0.224,155.32,0.5
16254,100.0,0.658,155.32,0.7
16255,100.0,0.02,155.32,0.4
16256,100.0,0.355,155.32,0.5
16257,100.0,0.268,140.0,0.5
16258,100.0,0.523,166.73,0.6
16259,100.0,0.171,139.89,0.4
16260,100.0,0.031,160.95,0.4
16261,100.0,0.222,155.22,0.5
16262,100.0,0.222,155.32,0.5
16263,100.0,0.222,155.32,0.5
16264,100.0,0.439,155.32,0.6
16265,100.0,0.311,155.32,0.5
16266,100.0,0.286,166.8,0.5
16267,100.0,0.268,139.97,0.5
16268,100.0,0.694,139.89,0.7
16269,100.0,0.224,155.22,0.5
16270,100.0,0.261,166.9,0.5
16271,100.0,0.238,166.9,0.5
16272,100.0,0.233,155.22,0.5
16274,100.0,0.589,155.32,0.6
16275,100.0,0.355,155.32,0.5
16276,100.0,0.486,155.32,0.6
16277,100.0,0.03,155.32,0.4
16278,100.0,0.447,155.4,0.6
16279,100.0,0.447,155.4,0.6
16281,100.0,0.605,155.22,0.6
16283,100.0,0.028,155.32,0.4
16284,100.0,0.233,155.32,0.5
16285,100.0,0.213,155.32,0.5
16286,100.0,0.213,155.22,0.5
16287,100.0,0.355,155.22,0.5
16288,100.0,0.213,155.3,0.5
16289,100.0,0.233,155.3,0.5
16290,100.0,0.439,155.32,0.6
16291,100.0,0.589,155.32,0.6
16292,100.0,0.243,155.32,0.5
16293,100.0,0.414,155.32,0.6
16294,100.0,0.447,155.32,0.6
16295,100.0,0.28,155.32,0.5
16296,100.0,0.198,155.32,0.5
16297,100.0,0.233,155.32,0.5
16299,100.0,0.224,155.32,0.5
16300,100.0,0.222,155.32,0.5
16301,100.0,0.589,155.32,0.6
16304,100.0,0.658,155.3,0.7
16306,100.0,0.196,155.32,0.5
16307,100.0,0.447,155.32,0.6
16308,100.0,0.224,155.32,0.5
16309,100.0,0.215,155.32,0.5
16310,100.0,0.233,155.32,0.5
16311,100.0,0.439,155.32,0.6
16312,100.0,0.407,155.32,0.6
16313,100.0,0.414,155.32,0.6
16314,100.0,0.439,155.32,0.6
16315,100.0,0.447,155.32,0.6
16316,100.0,0.213,155.32,0.5
16317,100.0,0.447,155.32,0.6
16318,100.0,0.414,155.32,0.6
16319,100.0,0.224,155.32,0.5
16320,100.0,0.022,155.32,0.4
16321,100.0,0.222,155.32,0.5
16322,100.0,0.178,155.32,0.4
16323,100.0,0.407,155.32,0.6
16324,100.0,0.658,155.32,0.7
16325,100.0,0.407,155.32,0.6
16326,100.0,0.243,155.22,0.5
16327,100.0,0.255,139.89,0.4
16328,100.0,0.178,155.8,0.4
16330,100.0,0.544,139.81,0.6
16331,100.0,0.273,166.66,0.5
16332,100.0,0.28,141.72,0.5
16333,100.0,0.633,168.27,0.7
16334,100.0,0.222,155.15,0.5
16335,100.0,0.678,155.15,0.7
16336,100.0,0.65,168.27,0.7
16338,100.0,0.28,155.15,0.5
16339,100.0,0.231,155.15,0.5
16340,100.0,0.286,167.24,0.5
16341,100.0,0.252,140.5,0.4
16342,100.0,0.53,139.89,0.6
16343,100.0,0.273,166.73,0.5
16344,100.0,0.286,166.9,0.5
16345,100.0,0.022,161.11,0.4
16346,100.0,0.231,155.22,0.5
16347,100.0,0.222,155.22,0.5
16348,100.0,0.183,155.32,0.4
16349,100.0,0.439,155.32,0.6
16350,100.0,0.447,155.32,0.6
16351,100.0,0.589,155.32,0.6
16352,100.0,0.414,155.4,0.6
16353,100.0,0.439,155.4,0.6
16355,100.0,0.233,155.22,0.5
16356,100.0,0.414,155.32,0.6
16357,100.0,0.266,155.32,0.5
16358,100.0,0.03,155.32,0.4
16359,100.0,0.533,155.32,0.6
16360,100.0,0.447,155.32,0.6
16361,100.0,0.183,155.32,0.4
16363,100.0,0.447,155.32,0.6
16364,100.0,0.414,155.4,0.6
16366,100.0,0.213,155.22,0.5
16368,100.0,0.533,155.32,0.6
16369,100.0,0.233,155.32,0.5
16370,100.0,0.658,155.32,0.7
16372,100.0,0.658,155.32,0.7
16373,100.0,0.53,140.0,0.6
16374,100.0,0.589,155.32,0.6
16375,100.0,0.222,155.32,0.5
16376,100.0,0.222,155.4,0.5
16377,100.0,0.016,155.4,0.4
16378,100.0,0.203,155.22,0.5
16379,100.0,0.447,155.22,0.6
16380,100.0,0.224,155.4,0.5
16381,100.0,0.414,155.4,0.6
16382,100.0,0.233,155.22,0.5
16384,100.0,0.439,155.4,0.6
16385,100.0,0.205,155.4,0.5
16386,100.0,0.222,155.32,0.5
16387,100.0,0.224,155.32,0.5
16388,100.0,0.213,155.32,0.5
16389,100.0,0.447,155.32,0.6
16390,100.0,0.407,155.32,0.6
16391,100.0,0.414,155.32,0.6
16392,100.0,0.439,155.32,0.6
16393,100.0,0.222,155.32,0.5
16394,100.0,0.414,155.32,0.6
16395,100.0,0.447,155.32,0.6
16397,100.0,0.222,155.32,0.5
16398,100.0,0.439,155.32,0.6
16399,100.0,0.379,155.32,0.5
16400,100.0,0.341,140.0,0.5
16402,100.0,0.021,161.04,0.4
16403,100.0,0.61,140.0,0.6
16404,100.0,0.222,155.4,0.5
16405,100.0,0.678,155.4,0.7
16406,100.0,0.222,155.22,0.5
16407,100.0,0.201,139.89,0.4
16408,100.0,0.286,166.83,0.5
16409,100.0,0.259,166.83,0.5
16410,100.0,0.592,140.0,0.6
16411,100.0,0.222,155.32,0.5
16413,100.0,0.268,140.0,0.5
16414,100.0,0.028,155.32,0.4
16415,100.0,0.213,155.32,0.5
16416,100.0,0.533,155.32,0.6
16419,100.0,0.707,166.83,0.7
16420,100.0,0.213,155.32,0.5
16421,100.0,0.439,155.32,0.6
16422,100.0,0.273,166.83,0.5
16423,100.0,0.233,155.32,0.5
16424,100.0,0.407,155.32,0.6
16425,100.0,0.447,155.32,0.6
16426,100.0,0.205,155.32,0.5
16427,100.0,0.243,155.32,0.5
16428,100.0,0.222,155.22,0.5
16429,100.0,0.678,155.22,0.7
16430,100.0,0.414,155.32,0.6
16431,100.0,0.447,155.32,0.6
16432,100.0,0.379,155.32,0.5
16433,100.0,0.025,155.32,0.4
16434,100.0,0.439,155.32,0.6
16435,100.0,0.152,155.32,0.4
16436,100.0,0.152,155.32,0.4
16437,100.0,0.407,155.32,0.6
16438,100.0,0.589,155.32,0.6
16439,100.0,0.329,155.32,0.5
16440,100.0,0.439,155.32,0.6
16441,100.0,0.329,155.32,0.5
16442,100.0,0.266,155.32,0.5
16443,100.0,0.231,155.32,0.5
16444,100.0,0.486,155.32,0.6
16445,100.0,0.222,155.32,0.5
16447,100.0,0.414,155.32,0.6
16448,100.0,0.231,155.32,0.5
16450,100.0,0.439,155.32,0.6
16451,100.0,0.678,155.32,0.7
16452,100.0,0.334,155.32,0.5
16453,100.0,0.379,155.32,0.5
16454,100.0,0.386,155.32,0.5
16455,100.0,0.407,155.32,0.6
16456,100.0,0.355,155.32,0.5
16457,100.0,0.213,155.32,0.5
16458,100.0,0.231,155.22,0.5
16459,100.0,0.213,155.22,0.5
16460,100.0,0.224,155.8,0.5
16461,100.0,0.447,155.8,0.6
16462,100.0,0.771,155.15,0.7
16463,100.0,0.447,155.15,0.6
16464,100.0,0.414,156.87,0.6
16466,100.0,0.268,139.81,0.5
16467,100.0,0.386,155.15,0.5
16468,100.0,0.447,156.87,0.6
16469,100.0,0.329,156.87,0.5
16470,100.0,0.774,139.81,0.7
16471,100.0,0.024,155.15,0.4
16472,100.0,0.829,167.24,0.8
16474,100.0,0.252,139.89,0.4
16475,100.0,0.273,166.73,0.5
16477,100.0,0.523,166.9,0.6
16478,100.0,0.224,155.22,0.5
16479,100.0,0.694,139.89,0.7
16480,100.0,0.273,166.9,0.5
16481,100.0,0.273,166.9,0.5
16483,100.0,0.407,155.22,0.6
16484,100.0,0.355,155.4,0.5
16485,100.0,0.233,155.4,0.5
16486,100.0,0.029,155.22,0.4
16487,100.0,0.222,155.22,0.5
16488,100.0,0.233,155.4,0.5
16489,100.0,0.447,155.4,0.6
16490,100.0,0.447,155.22,0.6
16491,100.0,0.447,155.22,0.6
16492,100.0,0.476,155.22,0.6
16493,100.0,0.439,155.22,0.6
16494,100.0,0.407,155.4,0.6
16495,100.0,0.334,155.4,0.5
16496,100.0,0.439,155.32,0.6
16498,100.0,0.213,155.32,0.5
16499,100.0,0.231,155.32,0.5
16500,100.0,0.19,155.32,0.5
16501,100.0,0.479,140.0,0.6
16502,100.0,0.123,220.3,0.6
16503,100.0,0.268,140.0,0.5
16504,100.0,0.164,166.83,0.5
16505,100.0,0.268,140.0,0.5
16506,100.0,0.259,166.83,0.5
16507,100.0,0.268,140.0,0.5
16508,100.0,0.259,166.83,0.5
16509,100.0,0.694,140.0,0.7
16510,100.0,0.523,166.83,0.6
16511,100.0,0.512,166.83,0.6
16512,100.0,0.61,140.0,0.6
16513,100.0,0.273,166.83,0.5
16514,100.0,0.544,140.0,0.6
16515,100.0,0.121,220.3,0.6
16516,100.0,0.339,166.83,0.5
16517,100.0,0.252,140.0,0.4
16519,100.0,0.255,140.0,0.4
16520,100.0,0.273,166.83,0.5
16521,100.0,0.268,140.0,0.5
16522,100.0,0.273,166.83,0.5
16523,100.0,0.265,140.0,0.5
16524,100.0,0.523,166.83,0.6
16525,100.0,0.273,166.83,0.5
16526,100.0,0.265,140.0,0.5
16528,100.0,0.395,140.0,0.5
16529,100.0,0.261,166.83,0.5
16530,100.0,0.671,140.0,0.6
16533,100.0,0.273,166.83,0.5
16534,100.0,0.479,140.0,0.6
16535,100.0,0.729,166.83,0.7
16536,100.0,0.251,166.73,0.5
16537,100.0,0.28,139.89,0.5
16539,100.0,0.273,167.27,0.5
16540,100.0,0.341,139.81,0.5
16542,100.0,0.255,141.72,0.5
16543,100.0,0.573,168.27,0.7
16544,100.0,0.268,139.81,0.5
16545,100.0,0.286,166.66,0.5
16546,100.0,0.074,141.72,0.4
16547,100.0,0.273,168.27,0.5
16548,100.0,0.27,166.66,0.5
16549,100.0,0.229,139.81,0.4
16550,100.0,0.376,151.95,0.5
16551,100.0,0.199,140.5,0.4
16552,100.0,0.436,151.39,0.6
16553,100.0,0.21,139.89,0.4
16555,100.0,0.268,140.0,0.5
16556,100.0,0.119,220.3,0.6
16557,100.0,0.265,140.0,0.5
16558,100.0,0.261,166.83,0.5
16559,100.0,0.573,166.83,0.7
16560,100.0,0.255,140.0,0.4
16561,100.0,0.438,140.0,0.5
16562,100.0,0.235,151.57,0.5
16563,100.0,0.255,140.08,0.4
16564,100.0,0.523,166.73,0.6
16565,100.0,0.238,166.73,0.5
16566,100.0,0.252,140.08,0.4
16567,100.0,0.671,140.08,0.6
16568,100.0,0.259,166.73,0.5
16569,100.0,0.438,139.89,0.5
16570,100.0,0.208,151.57,0.5
16571,100.0,0.265,140.08,0.5
16573,100.0,0.438,139.89,0.5
16574,100.0,0.523,166.9,0.6
16575,100.0,0.268,140.08,0.5
16576,100.0,0.259,166.73,0.5
16577,100.0,0.268,139.89,0.5
16578,100.0,0.286,166.9,0.5
16579,100.0,0.265,140.08,0.5
16580,100.0,0.472,166.73,0.6
16581,100.0,0.252,139.89,0.4
16582,100.0,0.273,166.9,0.5
16583,100.0,0.261,166.9,0.5
16584,100.0,0.252,139.89,0.4
16587,100.0,0.286,167.27,0.5
16588,100.0,0.255,139.81,0.4
16589,100.0,0.229,166.66,0.5
16590,100.0,0.265,141.72,0.5
16591,100.0,0.229,168.27,0.5
16592,100.0,0.472,166.66,0.6
16593,100.0,0.286,166.66,0.5
